                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     78,                0.66825,                0.47267,                 0.9567,                0.94103,                 0.8842,                0.92708,                0.78097,                0.61796,                   0.38,                0.88892,              0.0007295,              0.0007295,              0.0007295
                     79,                0.65983,                0.45189,                  0.954,                0.95158,                0.88362,                0.93347,                 0.7903,                 0.6148,                0.37322,                0.88729,               0.000713,               0.000713,               0.000713
                     80,                0.65692,                0.45731,                0.94816,                0.92681,                0.87981,                0.92558,                0.78256,                0.61888,                0.37991,                0.88949,              0.0006965,              0.0006965,              0.0006965
                     81,                 0.6526,                0.45112,                0.95029,                 0.9324,                0.88965,                0.92663,                0.77776,                0.62763,                0.37966,                0.89237,                0.00068,                0.00068,                0.00068
                     82,                0.66204,                0.46197,                0.95782,                0.92849,                0.88965,                0.93067,                0.78823,                0.62863,                  0.377,                0.88425,              0.0006635,              0.0006635,              0.0006635
                     83,                0.65123,                  0.445,                0.95596,                0.94555,                0.88011,                0.93027,                0.78659,                 0.6116,                0.37213,                0.88703,               0.000647,               0.000647,               0.000647
                     84,                0.65194,                0.44565,                0.94703,                0.94263,                0.87308,                0.92623,                0.78174,                 0.6281,                0.37991,                0.88697,              0.0006305,              0.0006305,              0.0006305
                     85,                0.64767,                0.44509,                0.94882,                0.93214,                 0.8842,                0.92757,                0.78294,                 0.6209,                0.37289,                0.88421,               0.000614,               0.000614,               0.000614
                     86,                0.64171,                 0.4464,                0.94019,                0.93573,                0.88147,                0.92951,                0.78019,                0.62913,                0.37623,                0.88924,              0.0005975,              0.0005975,              0.0005975
                     87,                 0.6412,                0.44237,                0.93842,                0.94477,                0.88557,                0.93268,                0.78542,                0.62375,                   0.37,                0.88942,               0.000581,               0.000581,               0.000581
                     88,                0.62765,                0.42133,                0.94124,                0.93419,                0.88968,                0.92745,                0.78011,                0.61305,                0.36503,                0.88716,              0.0005645,              0.0005645,              0.0005645
                     89,                0.64404,                0.44324,                0.94636,                0.95411,                0.88556,                0.93391,                0.79095,                 0.6032,                0.36528,                   0.88,               0.000548,               0.000548,               0.000548
                     90,                0.62131,                0.42867,                0.93447,                0.94081,                0.88783,                0.93252,                0.79099,                0.59397,                0.36139,                0.88227,              0.0005315,              0.0005315,              0.0005315
                     91,                0.63139,                0.43992,                0.94022,                0.94056,                0.88388,                0.93367,                0.79539,                0.59461,                0.36099,                0.87861,               0.000515,               0.000515,               0.000515
                     92,                0.65046,                0.43572,                0.95036,                0.95017,                 0.8842,                0.93365,                0.79265,                0.60017,                0.36165,                0.88133,              0.0004985,              0.0004985,              0.0004985
                     93,                0.61876,                0.42872,                0.93167,                0.95121,                0.87655,                0.92989,                0.78419,                0.61204,                0.36491,                0.88851,               0.000482,               0.000482,               0.000482
                     94,                0.62917,                0.43208,                0.94106,                0.95126,                0.87756,                0.93358,                0.78695,                 0.6188,                0.36187,                0.88808,              0.0004655,              0.0004655,              0.0004655
                     95,                0.63583,                 0.4303,                0.94635,                0.93073,                0.88965,                0.93235,                0.79072,                0.61418,                  0.366,                0.88944,               0.000449,               0.000449,               0.000449
                     96,                0.62898,                0.42717,                0.94643,                 0.9353,                0.88011,                0.93155,                0.79374,                0.59704,                0.36163,                0.88401,              0.0004325,              0.0004325,              0.0004325
                     97,                0.63289,                0.44132,                0.94036,                0.94344,                0.88632,                0.93416,                0.79358,                0.59909,                0.35614,                0.88357,               0.000416,               0.000416,               0.000416
                     98,                0.61909,                0.42772,                0.93529,                0.94346,                0.88965,                0.93185,                 0.7889,                0.61001,                0.35219,                0.88312,              0.0003995,              0.0003995,              0.0003995
                     99,                0.61347,                0.41951,                0.93325,                0.93772,                0.89101,                0.93394,                0.79048,                0.61293,                0.35407,                0.88769,               0.000383,               0.000383,               0.000383
                    100,                0.62909,                0.42949,                0.93807,                0.93409,                0.88965,                0.92935,                 0.7881,                0.60668,                0.36044,                0.88777,              0.0003665,              0.0003665,              0.0003665
                    101,                0.62743,                0.42829,                0.93956,                0.93923,                0.88556,                0.93086,                0.78855,                 0.6071,                 0.3551,                0.88679,                0.00035,                0.00035,                0.00035
                    102,                 0.6117,                0.41584,                0.93555,                0.94312,                0.88097,                0.92876,                0.79148,                0.60051,                0.35695,                0.88192,              0.0003335,              0.0003335,              0.0003335
                    103,                0.61926,                0.41568,                0.93386,                0.94452,                0.88692,                0.93248,                0.79075,                 0.6061,                0.35196,                0.88538,               0.000317,               0.000317,               0.000317
                    104,                0.61541,                0.41094,                 0.9386,                0.93716,                0.89393,                0.93253,                0.79654,                0.60045,                 0.3523,                0.88668,              0.0003005,              0.0003005,              0.0003005
                    105,                0.60343,                0.41113,                0.93032,                0.93319,                 0.8951,                0.93375,                0.79466,                0.60793,                0.34803,                0.88682,               0.000284,               0.000284,               0.000284
                    106,                 0.6014,                 0.4032,                0.93015,                0.93934,                0.88828,                 0.9354,                0.79911,                0.60338,                0.34605,                0.88349,              0.0002675,              0.0002675,              0.0002675
                    107,                0.60729,                0.40521,                0.92753,                0.94601,                 0.8842,                0.93335,                0.79619,                0.60888,                0.35275,                0.88691,               0.000251,               0.000251,               0.000251
                    108,                0.60764,                0.40413,                0.93759,                 0.9403,                0.87981,                0.93176,                0.79382,                0.59811,                0.35042,                0.88373,              0.0002345,              0.0002345,              0.0002345
                    109,                0.59063,                0.40064,                0.92789,                0.94236,                0.88556,                0.93098,                0.79345,                0.60191,                0.35359,                0.88728,               0.000218,               0.000218,               0.000218
                    110,                0.49837,                0.30612,                0.84589,                0.93459,                0.88828,                0.93064,                0.78992,                0.60209,                0.35288,                0.88684,              0.0002015,              0.0002015,              0.0002015
                    111,                0.49413,                0.29479,                0.84559,                0.94233,                0.87875,                0.93366,                0.79629,                0.60426,                0.35028,                0.88704,               0.000185,               0.000185,               0.000185
                    112,                 0.4764,                0.28809,                0.84156,                0.93047,                0.89336,                 0.9311,                0.79266,                0.59848,                0.35021,                0.88897,              0.0001685,              0.0001685,              0.0001685
                    113,                0.48116,                0.28528,                0.83981,                0.94601,                 0.8842,                  0.933,                 0.7963,                0.60508,                0.35085,                0.88444,               0.000152,               0.000152,               0.000152
                    114,                0.47012,                0.28439,                0.83303,                0.93059,                0.88965,                0.93314,                0.79999,                0.59252,                0.34655,                0.88294,              0.0001355,              0.0001355,              0.0001355
                    115,                0.46478,                0.27858,                0.83434,                0.93979,                0.89306,                0.93287,                 0.7988,                0.59148,                0.34603,                0.88178,               0.000119,               0.000119,               0.000119
                    116,                0.46113,                0.27659,                0.83116,                0.93427,                0.89646,                0.93335,                0.80037,                0.59399,                0.34623,                0.88184,              0.0001025,              0.0001025,              0.0001025
                    117,                 0.4642,                0.27613,                0.83143,                0.93865,                0.89631,                0.93025,                0.80076,                0.58791,                0.34284,                0.88061,                8.6e-05,                8.6e-05,                8.6e-05
                    118,                0.46101,                0.27622,                0.83019,                0.93669,                0.88691,                0.93173,                0.80384,                0.58214,                0.34241,                0.87849,               6.95e-05,               6.95e-05,               6.95e-05
                    119,                0.45261,                0.27318,                0.82949,                0.93272,                0.89237,                0.93294,                0.80142,                 0.5839,                0.34127,                0.87936,                5.3e-05,                5.3e-05,                5.3e-05
