                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     46,                0.30097,                0.22205,                0.83034,                0.88728,                0.75646,                0.78542,                0.39724,                 1.7532,                0.79905,                 1.9675,              0.0012575,              0.0012575,              0.0012575
                     47,                0.29875,                0.22027,                 0.8289,                0.88493,                0.72468,                0.77687,                0.37406,                 1.8788,                0.85494,                 2.1077,               0.001241,               0.001241,               0.001241
                     48,                0.29752,                0.21826,                0.82844,                 0.9183,                 0.7299,                0.81462,                0.41279,                 1.7871,                0.82264,                 2.0184,              0.0012245,              0.0012245,              0.0012245
                     49,                0.28021,                0.20903,                 0.8239,                  0.902,                0.74114,                0.78217,                  0.409,                  1.726,                0.78842,                  1.941,               0.001208,               0.001208,               0.001208
                     50,                0.27087,                0.20304,                0.82098,                0.90003,                0.72987,                0.77302,                0.37205,                 1.8502,                0.84859,                   2.11,              0.0011915,              0.0011915,              0.0011915
                     51,                0.26787,                0.20075,                 0.8201,                0.90104,                0.72129,                0.79168,                0.38417,                 1.8678,                0.85996,                 2.1504,               0.001175,               0.001175,               0.001175
                     52,                0.25382,                0.19356,                0.81628,                0.90138,                0.74286,                0.81736,                0.43946,                 1.6994,                0.80175,                 1.9473,              0.0011585,              0.0011585,              0.0011585
                     53,                0.25454,                0.19362,                0.81628,                0.90954,                0.71429,                0.78604,                0.37183,                 1.9453,                0.89068,                 2.2636,               0.001142,               0.001142,               0.001142
                     54,                0.24843,                0.18966,                0.81511,                0.90198,                0.72895,                 0.8048,                0.41084,                 1.7837,                0.81993,                 2.0223,              0.0011255,              0.0011255,              0.0011255
                     55,                0.24264,                0.18502,                0.81364,                0.91052,                0.72597,                0.77723,                0.39112,                 1.7851,                0.82895,                  2.034,               0.001109,               0.001109,               0.001109
