                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     84,                0.62033,                0.40668,                0.98533,                0.91838,                0.87377,                0.91872,                0.77727,                0.58199,                0.35637,                0.96597,              0.0006305,              0.0006305,              0.0006305
                     85,                0.60314,                0.39507,                0.98055,                0.92366,                0.86785,                0.92244,                0.78007,                0.58342,                0.36201,                0.95532,               0.000614,               0.000614,               0.000614
                     86,                0.59488,                0.38592,                0.97562,                0.93971,                0.87058,                0.92516,                0.78485,                0.58323,                0.35108,                0.95977,              0.0005975,              0.0005975,              0.0005975
                     87,                0.59557,                0.39426,                0.97089,                0.95111,                0.85967,                0.92305,                0.79003,                0.58046,                0.35606,                0.96161,               0.000581,               0.000581,               0.000581
                     88,                0.59022,                0.38363,                0.96129,                0.93931,                 0.8842,                0.92949,                0.79541,                0.57393,                0.35161,                0.95398,              0.0005645,              0.0005645,              0.0005645
                     89,                0.58869,                0.38041,                0.96917,                 0.9124,                0.88011,                0.92189,                0.78612,                0.57296,                0.35254,                0.95272,               0.000548,               0.000548,               0.000548
                     90,                0.58595,                0.37899,                0.96773,                0.93685,                0.87738,                0.92747,                0.79354,                0.57065,                0.34643,                0.95257,              0.0005315,              0.0005315,              0.0005315
                     91,                0.59367,                0.38443,                0.96808,                0.92175,                0.88828,                0.92586,                0.79256,                0.57085,                0.34041,                0.95136,               0.000515,               0.000515,               0.000515
                     92,                0.59017,                0.37721,                0.96381,                0.93526,                0.87193,                0.92499,                0.79138,                0.56573,                0.34279,                0.94828,              0.0004985,              0.0004985,              0.0004985
                     93,                0.56639,                0.37951,                0.95531,                0.92594,                0.88692,                0.92293,                0.79183,                0.57131,                0.34506,                0.95293,               0.000482,               0.000482,               0.000482
                     94,                0.59966,                0.42059,                0.97472,                0.93628,                0.88087,                0.92671,                0.78783,                0.58126,                0.34545,                0.95311,              0.0004655,              0.0004655,              0.0004655
                     95,                0.56683,                0.36387,                0.95459,                0.93127,                0.88603,                0.92554,                  0.793,                0.56477,                0.33519,                0.95748,               0.000449,               0.000449,               0.000449
                     96,                0.57126,                0.36873,                0.97009,                0.93731,                0.86921,                0.92285,                0.79389,                0.55787,                0.33732,                0.94528,              0.0004325,              0.0004325,              0.0004325
                     97,                0.58782,                0.37861,                0.96238,                0.94429,                 0.8733,                0.92763,                0.79417,                0.56316,                0.33165,                0.94787,               0.000416,               0.000416,               0.000416
                     98,                0.58402,                0.36234,                0.95884,                0.94301,                0.87924,                0.92504,                0.79113,                0.56806,                  0.334,                0.95185,              0.0003995,              0.0003995,              0.0003995
                     99,                0.56407,                0.36554,                0.95668,                0.91272,                 0.8951,                0.92858,                0.79859,                0.55838,                0.32922,                0.94397,               0.000383,               0.000383,               0.000383
                    100,                0.60935,                0.37988,                0.99035,                0.93718,                0.87403,                0.91779,                0.78486,                0.55635,                0.33819,                0.94834,              0.0003665,              0.0003665,              0.0003665
