                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     87,                0.60379,                0.41472,                0.93189,                0.93701,                0.89165,                0.93201,                0.79066,                0.60586,                 0.3652,                0.89629,               0.000581,               0.000581,               0.000581
                     88,                0.58932,                0.40257,                0.93843,                0.93757,                0.88011,                0.93003,                0.79513,                0.60062,                0.36611,                0.89849,              0.0005645,              0.0005645,              0.0005645
                     89,                0.60023,                0.42213,                0.93717,                0.93637,                0.88208,                0.93471,                0.79924,                0.58817,                0.35615,                0.89151,               0.000548,               0.000548,               0.000548
                     90,                0.58552,                0.40318,                0.92678,                0.91929,                0.89997,                0.93307,                0.79627,                0.60267,                0.35925,                0.89314,              0.0005315,              0.0005315,              0.0005315
                     91,                0.59662,                0.41349,                0.93785,                0.92275,                0.89506,                0.93453,                0.80047,                0.58978,                0.35352,                0.88807,               0.000515,               0.000515,               0.000515
                     92,                0.59822,                0.40965,                 0.9343,                0.93874,                 0.8842,                0.93398,                0.79544,                0.59728,                0.35321,                0.89763,              0.0004985,              0.0004985,              0.0004985
                     93,                0.57684,                0.40566,                0.92201,                0.94232,                0.89101,                 0.9317,                0.79303,                0.59614,                 0.3571,                0.89043,               0.000482,               0.000482,               0.000482
                     94,                0.59024,                0.40145,                0.93141,                0.94914,                0.88828,                0.93563,                0.79911,                0.59809,                0.34361,                0.89191,              0.0004655,              0.0004655,              0.0004655
                     95,                0.58412,                0.39934,                0.93388,                0.95428,                 0.8815,                0.93357,                0.80198,                0.58566,                0.34902,                0.89315,               0.000449,               0.000449,               0.000449
                     96,                0.59272,                0.40113,                0.94114,                0.95438,                0.87193,                 0.9306,                0.80187,                0.57526,                0.35429,                0.88617,              0.0004325,              0.0004325,              0.0004325
                     97,                0.58769,                0.40416,                0.92861,                0.94359,                0.88874,                0.93505,                0.80215,                0.58426,                0.34695,                0.89043,               0.000416,               0.000416,               0.000416
                     98,                0.57868,                0.39559,                0.92991,                0.94531,                0.89488,                0.93443,                0.79868,                0.59308,                0.34214,                0.89462,              0.0003995,              0.0003995,              0.0003995
                     99,                0.58054,                0.39028,                0.92652,                0.94034,                0.90182,                0.93548,                 0.8014,                0.57562,                 0.3441,                0.88471,               0.000383,               0.000383,               0.000383
                    100,                0.58966,                0.39748,                0.92982,                0.94348,                0.89782,                0.93485,                0.80205,                0.58385,                0.34531,                0.88787,              0.0003665,              0.0003665,              0.0003665
                    101,                0.56957,                0.38844,                0.92428,                 0.9392,                0.89646,                0.93579,                 0.8023,                 0.5792,                0.33604,                0.88896,                0.00035,                0.00035,                0.00035
                    102,                0.56773,                0.38586,                0.92897,                0.94674,                0.89613,                0.93258,                0.79651,                0.58894,                0.34051,                0.89226,              0.0003335,              0.0003335,              0.0003335
                    103,                0.56758,                0.38545,                0.92386,                0.94627,                0.88783,                 0.9339,                0.80086,                0.58165,                0.33485,                0.89236,               0.000317,               0.000317,               0.000317
                    104,                0.56831,                0.37596,                0.93021,                0.93998,                0.89607,                0.93802,                0.80238,                0.58208,                0.33149,                0.88873,              0.0003005,              0.0003005,              0.0003005
                    105,                0.55953,                0.37798,                0.92404,                 0.9446,                0.89101,                 0.9366,                0.79966,                0.58927,                0.33762,                0.89108,               0.000284,               0.000284,               0.000284
                    106,                0.56044,                0.37506,                0.92626,                0.93467,                0.90463,                0.93467,                0.80332,                0.58226,                 0.3336,                0.89382,              0.0002675,              0.0002675,              0.0002675
                    107,                0.56153,                0.37799,                0.91857,                0.93851,                0.89407,                0.93434,                0.80528,                0.58103,                0.32995,                0.89265,               0.000251,               0.000251,               0.000251
                    108,                0.55599,                 0.3737,                0.92437,                  0.935,                0.90152,                0.93289,                0.80333,                0.57091,                0.32937,                0.89105,              0.0002345,              0.0002345,              0.0002345
                    109,                0.54749,                 0.3708,                0.91734,                0.94191,                0.89646,                0.93443,                0.80308,                0.57039,                0.32959,                0.88934,               0.000218,               0.000218,               0.000218
                    110,                0.45391,                0.27333,                0.83424,                0.94504,                0.89019,                0.93094,                0.80153,                0.57221,                0.33585,                0.88891,              0.0002015,              0.0002015,              0.0002015
                    111,                0.44581,                0.26898,                0.83262,                0.95734,                 0.8733,                0.93129,                0.80409,                0.57185,                0.33713,                 0.8902,               0.000185,               0.000185,               0.000185
                    112,                0.43106,                0.25996,                0.82827,                0.94092,                0.88958,                0.93365,                0.80474,                 0.5735,                0.33579,                0.89401,              0.0001685,              0.0001685,              0.0001685
                    113,                0.42981,                0.25777,                0.82564,                0.94192,                0.89237,                0.93482,                0.80691,                0.57028,                0.33497,                0.89116,               0.000152,               0.000152,               0.000152
                    114,                0.42348,                 0.2553,                0.82222,                0.94652,                 0.8921,                0.93404,                 0.8078,                0.57075,                0.33654,                0.89055,              0.0001355,              0.0001355,              0.0001355
                    115,                0.41563,                0.24994,                0.82069,                0.93792,                0.90563,                0.93466,                0.80782,                0.56932,                0.33326,                0.89079,               0.000119,               0.000119,               0.000119
                    116,                0.41594,                0.24822,                0.82111,                0.95941,                0.87875,                0.93467,                  0.807,                0.56906,                0.32959,                0.89399,              0.0001025,              0.0001025,              0.0001025
                    117,                0.41483,                0.24877,                0.81783,                0.93215,                0.90327,                0.93497,                0.80718,                0.57019,                0.32974,                0.89483,                8.6e-05,                8.6e-05,                8.6e-05
                    118,                0.40988,                0.24621,                0.81719,                0.95992,                0.88092,                0.93662,                0.80641,                0.56977,                0.33174,                0.89016,               6.95e-05,               6.95e-05,               6.95e-05
                    119,                0.40274,                0.24461,                0.81689,                0.96276,                0.87738,                0.93673,                0.80701,                0.57008,                0.32801,                0.89302,                5.3e-05,                5.3e-05,                5.3e-05
